ship_date,origin_zone,dest_zone,carrier,service_level,package_weight_lbs,package_length_in,package_width_in,package_height_in,package_volume_cubic_in,insurance_value,transit_time_days,shipping_cost_usd
2024-01-04,1,6,OnTrac,ECONOMY,1.71,15.2,11.4,4.9,838.59,1804.67,12.65,10.24
2023-09-02,6,7,OnTrac,EXPRESS,0.72,9.9,8.9,2.0,180.19,137.92,3.92,15.18
2024-12-26,8,7,LaserShip,STANDARD,5.39,17.1,12.5,8.6,1834.25,958.98,11.43,12.51
2024-10-21,7,5,LaserShip,STANDARD,4.44,18.8,17.3,5.2,1690.48,1772.48,8.42,11.92
2023-07-03,3,9,LaserShip,STANDARD,3.73,16.3,12.1,6.8,1338.6,1097.18,8.56,13.43
2024-05-02,8,6,LaserShip,OVERNIGHT,3.96,15.2,11.5,5.8,1004.1,1982.36,2.17,22.59
2024-05-21,3,4,Amazon_Logistics,PRIORITY,5.1,18.6,12.4,10.5,2411.55,985.22,3.03,17.01
2024-05-07,4,4,FedEx,EXPRESS,0.84,8.7,7.6,2.0,134.74,1328.63,1.85,23.38
2023-05-26,6,4,UPS,PRIORITY,1.34,11.5,9.7,2.2,242.37,354.83,1.32,17.32
2024-04-02,7,5,UPS,ECONOMY,4.13,21.6,12.1,4.5,1160.33,1471.05,7.76,11.63
2024-04-30,9,4,UPS,OVERNIGHT,8.82,21.8,17.7,12.3,4729.08,1866.33,1.72,38.85
2023-07-12,7,4,DHL,EXPRESS,2.81,14.1,12.2,3.7,645.4,233.1,2.16,28.53
2024-08-27,2,9,FedEx,PRIORITY,6.15,20.4,19.0,15.8,6118.89,501.98,5.32,28.47
2023-09-22,9,6,OnTrac,EXPRESS,4.63,17.9,12.2,6.7,1461.41,1887.93,2.61,21.69
2024-12-28,4,6,OnTrac,EXPRESS,2.07,13.2,11.3,4.2,635.72,1703.86,2.94,17.58
2024-05-08,6,6,USPS,EXPRESS,3.17,12.8,11.4,4.1,593.97,1198.83,2.79,21.72
2024-02-14,7,3,FedEx,EXPRESS,7.24,24.5,17.8,12.0,5237.03,597.1,1.82,32.8
2023-03-07,3,8,FedEx,PRIORITY,2.18,14.2,13.0,4.9,912.04,1461.01,3.98,21.36
2023-12-20,1,9,USPS,EXPRESS,7.8,26.4,19.3,12.8,6510.26,1801.47,3.69,27.19
2024-03-20,6,1,DHL,ECONOMY,1.8,12.4,10.3,2.8,355.09,833.15,3.1,7.93
2024-03-27,5,8,DHL,PRIORITY,11.23,21.9,17.6,11.6,4495.32,907.83,4.76,33.17
2024-02-13,8,9,DHL,PRIORITY,1.66,12.9,8.2,3.0,316.11,807.18,5.27,24.2
2024-01-18,7,5,Amazon_Logistics,PRIORITY,4.99,15.6,12.3,8.9,1700.36,1610.4,4.45,16.15
2024-10-06,1,2,UPS,PRIORITY,7.34,23.6,15.8,10.9,4047.19,1393.09,3.49,26.31
2024-01-15,2,4,Amazon_Logistics,ECONOMY,0.66,10.9,8.3,2.5,224.23,825.22,8.38,6.18
2024-05-26,7,5,LaserShip,ECONOMY,0.68,10.3,7.3,2.4,180.53,1036.0,8.54,7.04
2023-06-14,2,5,Amazon_Logistics,ECONOMY,1.87,11.5,9.2,3.7,385.76,401.36,12.52,10.02
2024-07-18,9,8,LaserShip,EXPRESS,6.04,15.7,11.6,8.7,1581.82,857.79,3.69,20.34
2024-10-18,3,3,USPS,EXPRESS,3.1,12.0,9.8,3.5,412.01,1630.7,1.79,19.73
2023-01-03,3,5,OnTrac,STANDARD,3.49,12.4,11.7,4.0,582.34,612.32,8.73,10.78
2023-11-14,6,1,FedEx,EXPRESS,3.5,13.4,10.3,4.1,566.99,1397.51,1.01,26.42
2023-01-03,3,5,FedEx,ECONOMY,0.93,10.3,7.7,1.8,146.52,1643.31,9.19,11.95
2024-07-03,5,7,USPS,STANDARD,2.95,16.5,15.7,6.1,1564.95,19.61,7.61,11.6
2024-10-05,3,4,LaserShip,OVERNIGHT,1.83,13.1,10.4,2.9,396.72,1202.18,1.9,25.26
2023-02-10,2,1,OnTrac,EXPRESS,2.14,9.7,9.8,4.0,377.53,833.8,2.81,19.02
2023-06-02,6,2,UPS,ECONOMY,3.89,20.9,14.5,5.4,1646.56,317.58,9.77,10.97
2023-07-05,7,2,OnTrac,PRIORITY,11.31,23.5,18.6,11.2,4902.13,222.17,1.77,22.13
2023-05-11,7,1,USPS,PRIORITY,0.6,9.0,9.2,1.9,153.73,745.65,3.36,14.05
2024-11-18,6,9,USPS,OVERNIGHT,5.48,14.2,13.0,6.7,1236.73,1489.82,1.94,26.89
2023-04-14,3,9,OnTrac,PRIORITY,1.57,13.4,7.7,3.0,315.18,212.89,4.44,17.13
2023-10-17,2,4,FedEx,ECONOMY,1.13,13.1,10.1,3.7,484.42,1410.97,13.22,7.51
2023-02-21,7,8,OnTrac,PRIORITY,4.73,17.6,11.6,9.1,1861.86,752.93,4.71,17.92
2023-12-13,6,6,Amazon_Logistics,OVERNIGHT,5.9,23.5,17.6,14.4,5968.44,488.25,1.38,31.6
2024-08-31,3,2,FedEx,ECONOMY,4.11,14.0,11.0,9.4,1445.34,226.72,9.19,10.2
2024-06-12,1,9,Amazon_Logistics,PRIORITY,9.41,24.2,18.9,13.7,6272.47,1597.62,3.89,23.95
2024-07-01,8,2,LaserShip,ECONOMY,6.04,18.4,12.2,6.7,1501.18,270.44,7.78,8.2
2024-11-05,6,7,Amazon_Logistics,PRIORITY,1.75,14.2,8.2,2.8,321.87,214.11,5.09,15.23
2024-11-26,4,1,UPS,ECONOMY,0.8,10.4,7.3,2.5,188.78,431.64,7.09,4.96
2023-08-22,7,8,OnTrac,ECONOMY,1.59,13.2,8.8,2.7,315.94,1648.93,15.72,10.16
2023-06-06,7,1,UPS,STANDARD,1.75,12.7,10.3,2.9,386.26,1979.23,9.64,13.4
2024-05-05,3,8,Amazon_Logistics,STANDARD,1.96,14.1,12.7,4.8,860.12,1168.0,8.21,15.54
2023-01-03,9,6,LaserShip,ECONOMY,1.33,13.1,8.1,3.0,321.42,1702.35,13.77,6.57
2023-06-27,4,6,LaserShip,STANDARD,2.32,12.7,10.4,3.9,509.67,1816.65,9.02,11.67
2023-01-13,2,3,FedEx,PRIORITY,4.3,18.9,14.5,4.9,1339.02,934.74,3.68,19.97
2023-07-06,8,3,USPS,PRIORITY,4.28,16.6,11.0,7.5,1379.67,1364.34,3.94,14.54
2023-12-15,9,3,OnTrac,PRIORITY,0.63,9.8,9.8,2.4,226.72,334.06,4.74,15.11
2024-10-23,2,1,DHL,PRIORITY,0.87,10.0,8.7,2.7,233.43,1866.07,3.52,12.35
2024-01-30,8,3,FedEx,ECONOMY,2.39,11.5,10.7,4.1,510.01,1073.44,4.21,10.92
2024-02-09,7,4,FedEx,PRIORITY,3.25,13.6,11.1,3.2,487.52,932.11,4.36,17.89
2024-03-22,5,5,UPS,ECONOMY,3.83,13.3,11.9,3.7,587.37,403.1,9.8,9.83
2023-10-17,2,9,DHL,EXPRESS,0.9,11.5,8.2,2.2,203.61,1108.14,3.9,26.45
2023-01-15,5,1,OnTrac,OVERNIGHT,3.8,15.1,14.5,6.1,1329.4,980.98,1.2,21.63
2024-04-22,6,1,OnTrac,STANDARD,2.38,15.3,11.3,4.2,734.9,1605.41,7.54,9.79
2024-11-08,1,6,OnTrac,OVERNIGHT,3.99,19.5,14.5,5.6,1587.67,1250.14,2.14,30.25
2024-07-02,8,8,UPS,STANDARD,3.6,17.7,16.2,5.1,1480.25,764.27,5.92,17.56
2023-06-21,5,8,OnTrac,PRIORITY,8.94,26.2,19.4,12.3,6277.78,566.77,5.19,26.72
2023-06-03,5,6,OnTrac,PRIORITY,0.82,10.2,7.8,2.4,190.95,93.95,4.51,15.95
2024-01-28,7,8,USPS,OVERNIGHT,1.09,8.8,8.3,1.7,121.91,1079.0,1.59,18.99
2023-09-06,5,5,USPS,PRIORITY,2.84,12.7,10.9,3.7,515.4,894.04,3.59,12.91
2023-12-28,5,1,OnTrac,OVERNIGHT,1.65,13.5,8.9,2.5,301.65,1200.42,1.15,25.73
2023-05-03,1,7,DHL,STANDARD,1.34,12.6,10.2,3.5,447.63,123.5,9.58,18.22
2023-06-28,7,7,Amazon_Logistics,PRIORITY,0.66,10.0,8.0,2.1,170.21,1242.1,3.69,9.54
2023-11-28,5,9,UPS,ECONOMY,1.42,12.8,8.8,3.7,418.27,1148.52,8.92,13.54
2023-02-27,1,2,DHL,ECONOMY,7.69,22.6,20.0,14.2,6410.55,1057.95,11.22,20.65
2024-03-28,5,6,USPS,PRIORITY,1.27,12.3,8.1,2.9,285.59,235.09,4.59,12.03
2023-03-02,8,3,LaserShip,EXPRESS,6.29,13.4,11.2,7.2,1084.51,859.83,3.56,18.33
2024-06-14,9,1,USPS,STANDARD,4.94,18.9,16.4,6.1,1906.34,162.05,6.39,9.3
2023-02-17,2,2,USPS,ECONOMY,6.44,17.5,12.6,8.3,1832.01,1881.03,9.41,9.67
2024-12-11,7,6,FedEx,ECONOMY,7.4,22.8,17.9,12.6,5104.48,639.55,9.7,20.15
2024-03-28,1,4,LaserShip,ECONOMY,0.75,8.9,9.1,1.8,145.99,1217.21,9.3,7.52
2023-08-15,5,4,OnTrac,PRIORITY,1.86,10.6,9.8,2.8,296.32,1255.08,3.71,15.23
2023-03-14,3,4,Amazon_Logistics,OVERNIGHT,5.51,17.8,13.1,4.8,1121.18,662.75,1.95,29.66
2023-06-12,3,3,USPS,EXPRESS,0.84,9.8,7.7,2.0,153.04,1711.33,3.03,17.39
2023-07-19,1,2,DHL,STANDARD,4.93,16.1,11.6,7.1,1337.37,439.96,7.1,17.54
2024-05-07,1,3,USPS,EXPRESS,0.69,8.4,7.8,1.8,119.25,717.33,1.59,18.28
2024-12-23,4,3,Amazon_Logistics,PRIORITY,1.97,12.0,9.4,3.1,346.11,1904.7,4.09,15.11
2024-12-16,5,6,Amazon_Logistics,OVERNIGHT,5.65,20.2,15.0,6.5,1986.71,342.25,2.09,29.45
2023-02-25,9,9,Amazon_Logistics,ECONOMY,6.22,23.0,17.1,15.1,5928.84,383.07,10.94,18.47
2023-06-20,7,7,FedEx,STANDARD,5.46,18.1,12.9,9.0,2100.08,1065.75,6.13,21.86
2024-05-15,1,3,UPS,OVERNIGHT,1.86,13.2,9.1,2.9,349.07,657.45,1.0,28.94
2024-02-21,1,2,USPS,ECONOMY,3.17,14.2,10.4,3.7,543.31,1357.81,6.4,5.22
2023-01-16,2,5,DHL,ECONOMY,5.61,12.9,11.1,8.6,1232.75,974.56,8.64,16.55
2024-02-13,8,4,DHL,PRIORITY,7.58,21.0,17.2,14.3,5148.91,135.34,4.18,28.97
2024-08-26,2,4,DHL,EXPRESS,2.62,14.5,10.2,5.4,802.86,281.23,2.89,23.05
2023-09-03,1,4,DHL,EXPRESS,1.62,12.5,8.5,2.9,304.12,1307.86,3.52,27.43
2023-07-21,5,2,DHL,PRIORITY,0.75,11.3,7.7,1.7,151.95,907.86,2.78,17.19
2023-10-08,5,3,DHL,PRIORITY,7.35,22.8,16.4,12.7,4749.95,664.93,4.85,29.17
2023-09-18,5,5,USPS,STANDARD,4.95,19.6,9.3,7.9,1447.39,1014.5,4.44,8.84
2023-02-27,3,7,Amazon_Logistics,ECONOMY,3.88,21.7,12.4,5.2,1409.88,1610.38,11.17,11.29
2023-06-29,5,1,UPS,EXPRESS,2.67,18.3,15.7,6.0,1716.52,1928.37,1.94,22.45
2023-07-05,5,1,OnTrac,ECONOMY,1.38,13.7,8.3,3.2,368.09,545.61,7.89,4.85
2024-02-14,2,1,FedEx,STANDARD,5.17,17.5,12.2,5.4,1160.15,1611.01,4.71,13.31
2024-03-26,2,9,OnTrac,EXPRESS,7.14,20.9,15.9,10.8,3598.44,1022.19,3.82,24.43
2023-08-21,6,9,OnTrac,ECONOMY,5.49,16.9,12.5,8.5,1788.92,1287.56,11.57,15.0
2023-12-10,1,5,Amazon_Logistics,PRIORITY,5.62,23.1,17.7,10.1,4139.04,1377.37,4.36,18.51
2023-03-30,4,2,LaserShip,OVERNIGHT,0.83,10.5,8.2,1.7,149.29,1208.72,1.47,19.75
2023-02-08,6,1,LaserShip,OVERNIGHT,8.6,26.2,17.3,12.5,5646.0,196.37,1.2,27.36
2024-05-31,7,8,Amazon_Logistics,EXPRESS,1.0,8.9,7.2,1.7,107.8,1969.41,3.91,19.66
2023-05-22,5,6,Amazon_Logistics,STANDARD,0.9,9.1,7.5,2.1,142.4,1243.83,8.09,11.09
2023-01-19,8,2,OnTrac,PRIORITY,0.93,10.5,7.5,2.0,158.81,1611.76,1.57,13.88
2023-04-04,5,1,OnTrac,PRIORITY,0.95,12.1,7.1,1.9,165.11,1833.65,4.28,8.44
2023-10-23,8,9,LaserShip,OVERNIGHT,0.57,8.4,8.4,1.7,116.47,1859.48,2.46,24.62
2023-07-31,9,8,OnTrac,EXPRESS,4.0,18.1,14.3,6.0,1564.26,724.59,4.59,22.51
2024-02-08,7,2,FedEx,ECONOMY,0.96,9.5,8.6,2.1,174.71,909.98,9.45,8.61
2024-04-11,4,5,UPS,ECONOMY,1.82,12.7,11.2,3.6,517.2,1128.96,10.86,9.7
2023-06-05,8,3,Amazon_Logistics,ECONOMY,10.14,27.8,16.4,11.4,5220.8,1165.41,7.21,13.39
2023-08-27,2,1,Amazon_Logistics,ECONOMY,3.78,19.4,14.1,4.7,1272.64,1234.08,7.4,6.86
2023-02-22,7,9,DHL,PRIORITY,0.86,9.5,9.9,2.0,185.51,327.23,5.95,17.94
2023-04-19,5,2,Amazon_Logistics,STANDARD,2.15,15.4,10.8,4.5,748.38,180.94,7.24,9.77
2024-04-07,9,3,FedEx,ECONOMY,1.37,14.1,10.0,2.9,406.11,304.18,5.87,9.29
2024-11-05,1,8,LaserShip,OVERNIGHT,2.03,10.4,7.7,2.8,224.23,277.85,2.02,25.19
2023-04-16,8,8,DHL,PRIORITY,10.01,24.1,17.3,14.0,5825.01,1158.03,4.52,33.44
2024-10-14,5,9,DHL,ECONOMY,2.44,14.8,12.2,3.4,625.78,816.34,13.26,16.59
2024-08-15,9,5,UPS,ECONOMY,2.99,14.8,8.7,4.4,569.45,915.93,5.64,10.15
2024-10-16,6,1,DHL,EXPRESS,5.96,15.1,13.2,7.9,1570.93,783.34,1.98,27.12
2024-08-07,4,2,OnTrac,ECONOMY,2.61,13.6,12.1,4.3,709.86,1355.66,12.03,7.06
2024-11-08,9,8,OnTrac,PRIORITY,4.53,15.4,12.9,8.5,1672.22,1184.04,5.59,20.75
2023-05-16,9,9,USPS,OVERNIGHT,3.36,13.9,11.2,4.4,692.0,918.25,2.18,27.75
2023-03-18,8,2,OnTrac,PRIORITY,7.79,23.5,18.7,12.4,5474.84,1165.76,4.08,20.8
2023-06-20,5,2,Amazon_Logistics,EXPRESS,4.57,17.5,13.7,6.0,1434.05,1047.25,1.55,20.62
2024-09-30,8,5,USPS,ECONOMY,3.17,12.5,12.6,2.8,447.15,1695.71,6.19,8.99
2024-10-21,3,6,Amazon_Logistics,OVERNIGHT,0.63,10.4,7.6,2.3,185.35,1816.98,1.63,25.21
2024-12-12,4,5,OnTrac,STANDARD,1.79,14.1,9.7,3.2,434.5,52.08,8.1,11.97
2023-09-05,8,4,USPS,STANDARD,1.2,12.1,9.0,3.0,327.48,185.59,5.12,9.89
2024-05-12,5,2,Amazon_Logistics,STANDARD,0.85,10.1,6.6,2.1,140.3,1927.93,3.31,8.86
2024-02-13,7,8,OnTrac,ECONOMY,0.81,11.3,7.1,2.4,191.66,1581.35,13.32,10.18
2023-11-14,9,9,UPS,OVERNIGHT,4.47,17.7,13.0,6.6,1531.26,748.99,1.31,36.08
2024-09-18,9,3,OnTrac,STANDARD,4.6,15.1,12.4,9.1,1701.87,1136.74,6.06,12.62
2024-06-02,5,8,OnTrac,EXPRESS,2.88,19.5,13.7,6.7,1785.37,1863.97,3.64,25.75
2024-07-14,1,9,DHL,OVERNIGHT,5.48,14.7,9.8,7.2,1034.92,419.57,1.98,37.61
2024-08-11,7,5,DHL,OVERNIGHT,1.82,11.3,10.9,3.1,377.88,847.47,2.0,37.33
2024-02-05,1,1,OnTrac,ECONOMY,5.21,19.1,13.8,6.3,1674.04,1465.97,11.1,7.31
2023-07-02,4,7,FedEx,ECONOMY,2.37,13.9,11.2,3.1,478.73,537.78,9.9,10.37
2023-09-28,9,5,OnTrac,PRIORITY,1.79,11.5,9.0,3.4,352.45,1504.23,4.31,11.97
2024-02-04,7,5,FedEx,PRIORITY,1.84,16.0,16.1,6.6,1697.19,311.82,5.04,20.09
2024-07-19,8,2,OnTrac,OVERNIGHT,9.1,24.1,18.8,11.3,5090.84,400.14,1.34,34.4
2023-11-05,8,7,Amazon_Logistics,PRIORITY,4.74,13.6,11.8,9.1,1465.24,1349.33,4.59,14.24
2023-06-27,5,4,DHL,PRIORITY,6.71,26.7,17.2,13.0,5965.28,1772.25,2.82,29.13
2023-10-08,5,8,DHL,PRIORITY,1.52,11.9,7.5,2.8,248.15,551.89,4.9,20.41
2024-12-12,8,2,UPS,EXPRESS,2.65,13.2,10.1,3.7,486.16,1212.59,1.71,24.1
2024-04-17,4,3,DHL,EXPRESS,1.01,8.7,8.3,1.9,138.47,1763.05,3.27,28.73
2023-02-07,2,5,UPS,OVERNIGHT,1.91,13.1,8.7,2.8,320.46,1174.04,1.3,32.29
2024-11-16,2,2,DHL,ECONOMY,2.15,16.7,10.5,4.1,724.73,539.76,8.97,7.87
2023-05-24,3,7,LaserShip,OVERNIGHT,1.71,11.2,8.8,3.4,338.29,725.86,1.86,24.0
2023-10-31,5,7,USPS,ECONOMY,7.61,20.0,18.6,6.0,2238.86,1834.53,10.17,14.23
2024-07-28,4,6,FedEx,OVERNIGHT,4.83,18.9,11.0,10.2,2111.74,1962.23,1.0,29.11
2023-06-25,4,3,LaserShip,EXPRESS,2.54,14.5,11.6,4.6,772.92,770.18,2.95,15.54
2023-07-19,2,5,Amazon_Logistics,OVERNIGHT,8.4,25.9,20.7,14.0,7467.92,114.42,1.8,34.17
2024-03-11,7,2,USPS,STANDARD,1.83,10.4,8.5,3.6,318.38,1991.41,8.81,7.38
2023-02-12,6,6,LaserShip,PRIORITY,7.72,22.7,19.2,14.1,6125.66,1697.4,3.64,19.73
2024-12-19,7,5,DHL,STANDARD,2.84,12.9,10.2,4.4,577.03,1910.8,6.86,13.6
2023-03-08,9,9,OnTrac,OVERNIGHT,2.33,13.0,12.1,3.3,517.91,1843.32,2.62,29.94
2023-10-16,9,3,FedEx,OVERNIGHT,4.92,16.4,14.3,6.7,1564.95,848.21,1.0,32.86
2024-05-21,9,8,FedEx,OVERNIGHT,11.18,30.6,19.9,13.2,8084.69,757.92,1.95,43.47
2023-03-28,2,3,USPS,PRIORITY,9.96,21.6,14.6,12.8,4039.12,805.76,4.81,18.92
2024-03-20,5,9,OnTrac,STANDARD,3.14,16.8,13.0,6.5,1415.25,891.38,7.63,15.41
2023-08-29,9,6,OnTrac,EXPRESS,3.23,16.4,11.5,3.7,701.13,1345.99,3.36,22.61
2023-02-23,3,9,UPS,ECONOMY,7.82,12.2,12.5,8.3,1273.22,844.98,11.65,18.07
2023-06-30,4,3,LaserShip,STANDARD,2.34,12.8,10.1,2.8,364.9,1222.36,7.86,8.56
2024-08-12,3,3,LaserShip,STANDARD,5.5,18.6,14.2,4.2,1113.76,1891.57,7.68,9.43
2024-03-11,7,1,FedEx,ECONOMY,1.31,12.8,11.0,2.0,282.31,1180.41,8.48,6.59
2024-04-01,8,2,UPS,EXPRESS,3.32,13.2,13.1,4.2,720.12,462.45,2.79,23.3
2023-08-17,7,7,OnTrac,PRIORITY,6.2,20.2,11.6,8.2,1926.71,154.66,6.15,19.13
2023-04-16,8,6,LaserShip,PRIORITY,7.66,22.9,16.7,8.2,3152.04,1525.32,4.57,14.07
2024-07-08,2,3,OnTrac,EXPRESS,1.72,10.2,9.3,3.1,291.35,1364.08,1.68,14.61
2024-11-08,6,3,DHL,OVERNIGHT,7.23,28.2,20.3,10.1,5780.06,225.8,1.83,45.11
2023-06-20,8,6,USPS,EXPRESS,0.6,8.4,6.9,1.8,103.35,157.28,3.15,16.54
2023-01-06,4,4,LaserShip,ECONOMY,8.2,25.3,17.7,11.3,5065.82,1420.46,10.35,11.88
2024-04-03,5,5,UPS,EXPRESS,5.27,16.5,16.7,3.4,925.47,324.85,2.73,25.13
2024-07-16,9,9,LaserShip,ECONOMY,1.5,12.3,10.9,3.3,443.4,1516.03,9.99,10.18
2023-03-19,9,1,USPS,STANDARD,1.57,12.8,9.1,2.3,274.3,833.67,3.67,7.59
2023-07-05,6,2,FedEx,ECONOMY,4.68,16.3,10.4,8.4,1432.92,1830.68,6.96,8.55
2023-04-16,1,7,FedEx,OVERNIGHT,0.92,11.0,9.0,2.6,254.0,1607.81,2.23,32.97
2023-11-22,1,8,USPS,ECONOMY,0.53,11.3,7.9,2.6,232.61,637.07,10.23,8.29
2023-12-04,5,5,FedEx,ECONOMY,0.85,11.2,9.5,1.7,183.86,1003.14,5.78,10.18
2023-06-26,9,1,USPS,EXPRESS,1.78,14.1,7.3,2.4,249.92,1652.24,2.5,17.01
2023-06-02,2,2,FedEx,EXPRESS,0.72,7.9,8.3,2.4,155.97,832.58,1.85,19.99
2023-01-05,5,5,UPS,ECONOMY,6.99,23.1,16.8,10.6,4103.37,1621.74,9.97,16.61
2024-01-08,8,2,FedEx,EXPRESS,0.71,10.4,8.0,1.7,143.79,1138.54,2.36,23.96
2023-11-16,6,3,LaserShip,PRIORITY,1.64,13.6,8.2,3.5,391.02,1911.8,4.68,11.37
2024-12-20,3,9,Amazon_Logistics,ECONOMY,3.12,14.2,12.5,3.2,567.57,1854.74,12.19,11.79
2023-10-19,8,1,DHL,STANDARD,10.33,25.9,16.0,12.6,5195.58,816.34,4.65,22.52
2024-12-11,4,3,UPS,ECONOMY,2.89,15.1,12.2,4.5,834.0,1704.35,6.98,8.73
2024-12-10,3,6,FedEx,EXPRESS,1.6,11.5,10.1,3.2,370.29,1037.61,3.02,23.7
2024-08-09,7,1,DHL,EXPRESS,4.65,15.3,15.0,5.6,1287.55,1931.17,1.63,28.24
2024-04-30,5,8,Amazon_Logistics,STANDARD,7.89,25.4,19.0,11.3,5479.56,1029.23,6.07,19.57
2024-10-13,6,9,DHL,STANDARD,2.49,13.6,10.5,3.9,557.19,608.92,7.65,16.32
2023-05-03,4,2,Amazon_Logistics,STANDARD,0.99,9.7,6.9,2.0,132.47,1298.2,6.41,12.49
2023-12-17,3,9,DHL,STANDARD,1.35,13.3,8.9,3.3,389.48,293.05,6.39,14.92
2023-01-25,7,6,USPS,EXPRESS,2.81,15.2,10.8,4.0,652.4,209.11,2.08,16.87
2024-12-23,2,9,LaserShip,EXPRESS,4.46,17.6,11.5,7.3,1472.87,1137.78,3.31,19.77
2023-06-10,4,6,FedEx,STANDARD,1.63,15.3,11.7,3.5,627.33,678.37,7.27,14.25
2024-07-17,9,9,USPS,STANDARD,2.66,19.9,13.4,5.4,1443.32,1576.89,9.0,13.54
2024-02-12,2,9,DHL,OVERNIGHT,4.04,16.4,9.9,3.9,629.59,17.86,1.87,39.56
2024-03-11,1,7,LaserShip,OVERNIGHT,3.98,15.6,10.8,4.2,714.31,1614.69,2.09,24.49
2023-09-24,6,4,DHL,ECONOMY,0.72,10.7,8.0,1.9,158.27,712.78,10.11,8.87
2023-10-24,4,6,USPS,OVERNIGHT,9.04,25.4,15.3,16.4,6366.56,255.98,1.6,30.3
2023-01-03,8,4,USPS,OVERNIGHT,4.27,19.8,11.1,5.6,1242.12,369.56,1.61,26.54
2023-07-10,4,8,FedEx,STANDARD,1.52,10.1,9.2,3.1,284.15,328.88,8.67,16.06
2024-07-28,1,3,DHL,EXPRESS,1.79,11.5,9.7,2.7,296.54,969.66,2.67,26.59
2023-05-18,4,1,UPS,STANDARD,4.17,13.9,13.1,7.6,1383.05,799.11,6.37,13.99
2023-07-05,1,5,LaserShip,PRIORITY,5.3,18.1,13.3,7.8,1874.92,206.94,4.22,14.43
2024-04-24,4,8,OnTrac,ECONOMY,0.82,8.2,6.7,1.8,100.42,1065.66,12.63,9.83
2023-06-27,1,9,OnTrac,STANDARD,1.99,10.1,8.2,3.3,273.86,248.02,8.96,11.01
2024-03-07,6,1,OnTrac,STANDARD,4.38,21.7,13.1,6.7,1889.77,1923.47,6.97,10.59
2024-09-22,4,4,FedEx,ECONOMY,3.25,13.5,11.1,3.4,513.54,69.46,8.48,11.27
2024-01-24,1,8,Amazon_Logistics,ECONOMY,4.03,17.7,14.5,5.8,1495.79,791.49,8.52,12.99
2024-06-06,9,8,LaserShip,STANDARD,0.62,9.9,9.1,2.2,195.48,80.47,7.29,11.28
2024-02-23,7,4,Amazon_Logistics,EXPRESS,9.52,24.4,18.3,16.0,7138.37,1135.06,3.18,29.0
2023-03-22,5,7,USPS,EXPRESS,5.7,19.5,12.9,5.5,1382.95,517.2,2.88,23.78
2024-12-05,4,2,UPS,ECONOMY,7.59,22.7,17.0,14.3,5501.07,964.67,7.18,15.72
2024-04-25,1,7,USPS,OVERNIGHT,5.82,16.6,11.4,8.3,1565.59,978.57,1.88,25.66
2023-04-05,4,2,OnTrac,STANDARD,0.71,15.1,10.4,3.2,494.8,1253.24,7.63,8.68
2023-02-02,1,8,OnTrac,OVERNIGHT,3.14,13.1,11.3,4.2,617.25,38.16,2.32,32.39
2024-03-11,6,9,UPS,ECONOMY,5.96,16.0,14.1,9.3,2100.96,1463.79,12.02,18.73
2023-09-29,1,6,Amazon_Logistics,PRIORITY,1.07,9.6,8.2,1.6,123.61,1917.94,4.74,17.89
2024-04-16,2,9,LaserShip,STANDARD,1.6,13.2,9.0,3.2,385.47,125.09,10.79,9.67
2024-03-29,5,2,Amazon_Logistics,OVERNIGHT,5.2,15.8,12.0,7.8,1479.61,1760.42,1.82,20.78
2024-08-21,1,1,OnTrac,ECONOMY,0.53,8.7,8.7,1.8,137.06,1807.0,8.15,6.05
2024-09-14,9,1,UPS,PRIORITY,4.66,17.1,13.6,4.5,1045.13,1006.09,2.84,16.85
2023-12-05,2,5,OnTrac,ECONOMY,1.05,10.7,7.5,2.2,180.08,1170.68,11.26,8.2
2023-10-19,5,5,Amazon_Logistics,ECONOMY,10.67,27.2,18.6,10.4,5279.62,384.12,11.37,14.8
2024-06-20,6,9,LaserShip,EXPRESS,0.56,11.5,8.1,1.8,167.7,1974.68,4.11,17.61
2023-05-16,8,7,FedEx,ECONOMY,11.54,23.9,17.2,10.6,4340.83,190.38,10.07,22.72
2023-08-29,2,6,LaserShip,EXPRESS,2.83,16.4,11.4,3.5,648.96,713.88,3.73,21.36
2023-11-17,3,8,DHL,PRIORITY,5.98,14.1,11.9,7.8,1316.16,1346.31,5.5,26.2
2024-05-17,8,9,LaserShip,STANDARD,4.61,14.7,13.0,6.4,1216.9,1755.98,9.64,15.33
2023-05-08,9,1,UPS,STANDARD,2.44,14.5,9.4,4.2,571.65,556.21,5.68,8.04
2023-06-24,4,3,OnTrac,EXPRESS,6.39,14.6,13.7,8.8,1755.13,769.35,2.68,25.86
2024-09-25,9,6,OnTrac,OVERNIGHT,5.49,16.8,14.5,6.3,1534.45,410.74,1.26,29.74
2024-10-25,8,7,FedEx,ECONOMY,2.96,20.0,12.6,5.5,1390.67,1096.5,10.32,13.57
2024-07-15,8,8,UPS,PRIORITY,1.75,13.5,12.5,4.1,697.53,1367.19,4.59,16.09
2024-09-18,2,8,DHL,ECONOMY,1.32,10.9,7.9,3.0,261.91,265.66,10.94,14.94
2024-09-23,1,4,Amazon_Logistics,STANDARD,5.31,17.8,10.3,4.9,898.25,140.63,4.61,9.95
2024-01-26,9,6,FedEx,STANDARD,2.46,13.3,11.9,4.7,751.12,574.47,5.39,13.26
