ship_date,origin_zip,dest_zip,origin_zone,dest_zone,carrier,service_level,package_weight_lbs,package_length_in,package_width_in,package_height_in,transit_time_days,shipping_cost_usd
2024-11-14,50063,97076,5,5,Regional_Express,Priority,0.72,4.7,5.5,2.0,2.7,10.74
2024-11-14,90029,80045,4,4,Amazon_Logistics,Ground,2.63,4.3,5.0,6.4,2.9,13.13
2024-11-14,20016,20036,8,8,USPS,Express,1.54,4.5,7.4,2.8,1.4,19.02
2024-11-14,05066,80051,8,4,LaserShip,Ground,2.27,5.0,6.0,3.4,5.2,18.34
2024-11-14,10077,90040,8,4,Regional_Express,Ground,1.65,6.2,6.4,2.0,5.1,19.9
2024-11-14,83071,20061,2,8,Amazon_Logistics,Ground,1.18,7.1,3.0,3.8,6.0,20.79
2024-11-14,48032,33050,7,8,LaserShip,Ground,2.17,10.8,6.3,2.1,4.2,15.68
2024-11-15,10023,90013,8,4,DHL,Priority,2.89,9.8,7.9,4.4,6.1,38.67
2024-11-15,20031,80072,8,4,DHL,Express,0.69,7.0,5.7,3.7,3.1,48.93
2024-11-15,10058,40047,8,6,DHL,Ground,8.11,8.7,6.1,6.1,4.0,31.12
2024-11-15,50051,30051,5,7,Amazon_Logistics,Ground,2.61,4.2,5.2,2.7,4.6,10.55
2024-11-15,20082,55046,8,5,UPS,Express,1.15,7.7,5.9,5.1,3.9,33.17
2024-11-15,30070,90071,7,4,LaserShip,Ground,0.36,6.8,5.6,5.6,5.8,17.05
2024-11-15,90025,30032,4,7,Regional_Express,Ground,1.08,4.0,4.8,2.5,5.6,16.52
2024-11-15,90011,90043,4,4,Amazon_Logistics,Priority,1.01,8.4,6.7,4.2,2.2,15.13
2024-11-15,90081,90067,4,4,Amazon_Logistics,Ground,1.33,8.4,6.1,5.6,4.1,12.39
2024-11-15,83019,10064,2,8,FedEx,Ground,10.14,12.6,3.1,4.2,6.6,55.02
2024-11-15,20040,90036,8,4,FedEx,Ground,2.42,6.2,4.6,6.7,5.1,26.59
2024-11-15,10048,48013,8,7,FedEx,Priority,1.44,6.7,3.8,4.7,3.1,21.64
2024-11-15,14046,30085,7,7,USPS,Priority,1.56,4.0,7.6,3.2,2.7,12.44
2024-11-15,90035,90079,4,4,OnTrac,Overnight,1.17,7.2,4.1,4.2,1.6,
2024-11-15,10011,30016,8,7,Amazon_Logistics,Express,0.59,4.0,6.0,3.7,3.4,18.03
2024-11-15,70047,55016,7,5,LaserShip,Ground,0.41,6.5,6.2,2.3,6.3,14.06
2024-11-15,60061,05085,6,8,Amazon_Logistics,Ground,0.59,4.7,3.9,2.0,4.9,13.3
2024-11-15,33014,10044,8,8,OnTrac,Ground,1.66,8.9,4.0,2.5,2.8,11.27
2024-11-15,55040,90090,5,4,DHL,Ground,3.98,7.1,5.3,5.3,4.6,19.68
2024-11-15,30098,70048,7,7,USPS,Ground,0.38,6.7,3.1,3.0,3.6,8.85
2024-11-15,80058,33082,4,8,Amazon_Logistics,Express,10.87,12.3,6.4,2.0,2.7,61.53
2024-11-15,10065,70035,8,7,Amazon_Logistics,Ground,3.86,8.1,8.2,8.9,4.3,14.05
2024-11-15,30021,90018,7,4,DHL,Ground,0.19,4.6,5.7,3.0,5.4,20.15
2024-11-15,20074,48056,8,7,LaserShip,Priority,1.42,5.1,6.5,5.6,3.3,17.34
2024-11-15,90051,97072,4,5,DHL,Express,0.38,7.9,4.6,4.2,3.3,33.93
2024-11-15,10064,90059,8,4,Amazon_Logistics,Ground,1.5,7.6,4.5,5.2,6.8,19.23
2024-11-15,90058,33090,4,8,Regional_Express,Ground,3.97,9.8,7.8,5.3,5.4,20.43
2024-11-15,50082,90058,5,4,USPS,Express,0.44,6.1,3.4,3.8,2.3,20.2
2024-11-15,80039,70080,4,7,FedEx,Ground,0.51,5.4,5.3,4.4,4.1,18.23
2024-11-15,80045,80091,4,4,UPS,Ground,0.91,7.2,4.3,5.6,2.4,13.42
2024-11-15,20011,40043,8,6,UPS,Ground,1.02,8.3,5.1,4.3,4.0,15.36
2024-11-15,40062,50028,6,5,Regional_Express,Express,1.38,5.9,3.9,4.2,2.8,20.67
2024-11-15,30050,60029,7,6,OnTrac,Express,0.99,4.0,8.1,5.9,2.6,23.87
2024-11-15,20068,80049,8,4,UPS,Ground,1.42,8.4,5.0,2.7,4.6,19.49
2024-11-15,55071,10060,5,8,USPS,Express,1.59,5.7,5.6,2.8,3.2,26.26
2024-11-15,10073,60061,8,6,DHL,Express,2.82,4.1,6.5,3.6,3.0,44.75
2024-11-15,20052,14083,8,7,OnTrac,Express,1.59,6.0,6.1,5.4,2.3,23.13
2024-11-15,60014,20084,6,8,Regional_Express,Ground,3.16,7.0,8.8,4.3,5.2,15.36
2024-11-15,90033,70012,4,7,Amazon_Logistics,Express,3.33,8.3,4.9,4.9,3.1,38.24
2024-11-15,97047,30086,5,7,FedEx,Overnight,2.85,9.6,7.7,4.0,1.0,105.12
2024-11-15,90016,83051,4,2,Regional_Express,Ground,2.1,8.8,7.5,5.3,4.2,14.37
2024-11-15,90061,90089,4,4,LaserShip,Priority,0.87,5.1,4.5,6.3,2.7,13.0
2024-11-15,33072,90071,8,4,Regional_Express,Overnight,7.88,8.3,3.2,3.1,2.3,151.29
2024-11-15,48083,60062,7,6,Regional_Express,Ground,1.47,8.1,3.9,4.2,4.7,12.22
2024-11-15,50043,20045,5,8,DHL,Express,0.54,6.9,5.8,6.0,2.0,47.8
2024-11-16,60085,70077,6,7,DHL,Ground,0.85,5.8,5.3,4.0,5.7,17.44
2024-11-16,33044,20081,8,8,USPS,Priority,1.12,4.7,5.5,5.9,1.5,12.74
2024-11-16,60029,90090,6,4,UPS,Ground,2.47,7.8,5.3,3.0,3.9,17.2
2024-11-16,90072,20036,4,8,OnTrac,Ground,1.02,8.2,5.1,4.4,5.5,18.12
2024-11-16,20095,90012,8,4,USPS,Overnight,0.96,7.5,4.0,5.0,2.7,90.43
2024-11-16,90059,90026,4,4,OnTrac,Priority,0.54,4.9,4.9,6.5,3.0,13.1
2024-11-16,50037,90085,5,4,FedEx,Ground,1.97,4.0,6.3,3.7,3.8,15.32
2024-11-16,48044,90055,7,4,USPS,Express,1.38,9.2,3.8,6.9,2.6,26.44
2024-11-16,14018,10025,7,8,OnTrac,Express,0.91,5.8,5.3,4.6,3.1,
2024-11-16,10059,90034,8,4,OnTrac,Priority,2.16,5.4,4.6,2.0,3.7,25.31
2024-11-16,90054,70091,4,7,LaserShip,Priority,0.59,5.4,4.0,4.1,3.4,19.24
2024-11-16,40036,10088,6,8,Amazon_Logistics,Express,0.76,5.9,4.8,3.2,2.7,29.2
2024-11-16,90047,10017,4,8,UPS,Overnight,0.16,4.0,5.2,5.3,1.0,109.91
2024-11-16,30084,80011,7,4,LaserShip,Ground,1.96,7.3,6.3,2.0,6.1,17.05
2024-11-16,48019,10081,7,8,Regional_Express,Overnight,3.32,9.6,5.9,5.7,1.5,64.03
2024-11-16,10056,50034,8,5,LaserShip,Express,0.61,5.9,5.5,4.8,4.8,35.53
2024-11-16,30014,05018,7,8,LaserShip,Ground,1.43,5.6,5.4,2.6,4.2,10.31
2024-11-16,40062,48058,6,7,Regional_Express,Ground,3.68,13.6,3.8,5.2,3.7,14.82
2024-11-17,70052,55075,7,5,LaserShip,Express,3.34,6.4,5.2,3.4,,32.58
2024-11-17,05053,70074,8,7,UPS,Ground,2.41,5.0,9.0,4.6,5.5,15.55
2024-11-17,10085,80086,8,4,DHL,Overnight,1.04,5.0,4.2,7.9,1.0,117.71
2024-11-17,10045,90066,8,4,UPS,Express,1.48,8.6,5.5,7.0,4.2,37.14
2024-11-17,90085,83060,4,2,Amazon_Logistics,Overnight,1.68,4.0,3.8,2.9,3.1,72.07
2024-11-17,60076,80026,6,4,Regional_Express,Ground,10.59,12.3,9.5,5.4,4.5,22.04
2024-11-17,48017,80066,7,4,DHL,Priority,0.79,5.2,4.5,3.4,4.0,25.04
2024-11-17,60029,33072,6,8,UPS,Ground,0.25,6.3,5.7,6.2,3.5,12.39
2024-11-17,40070,70069,6,7,DHL,Express,2.22,5.2,5.1,2.0,4.1,36.36
2024-11-17,80021,90058,4,4,DHL,Overnight,1.91,4.1,6.3,2.0,2.7,94.08
2024-11-17,50046,30061,5,7,USPS,Ground,0.28,5.4,5.8,3.9,4.2,9.97
2024-11-17,30010,90098,7,4,UPS,Ground,3.64,9.0,4.9,6.1,6.1,23.43
2024-11-17,99030,90083,4,4,Regional_Express,Priority,1.32,9.3,3.2,4.4,4.8,15.54
2024-11-17,20027,97062,8,5,Regional_Express,Express,2.4,7.1,3.6,2.2,4.1,29.11
2024-11-18,50054,70074,5,7,USPS,Ground,0.38,4.1,5.3,8.2,4.2,12.42
2024-11-18,90019,30053,4,7,UPS,Express,2.63,8.3,6.1,4.0,1.5,48.81
2024-11-18,99058,60063,4,6,DHL,Express,1.38,8.9,5.4,2.5,1.1,35.49
2024-11-18,10042,80028,8,4,UPS,Express,1.03,4.0,4.2,3.0,2.1,43.54
2024-11-18,97086,60095,5,6,Amazon_Logistics,Express,0.23,6.4,6.8,4.4,2.2,20.48
2024-11-18,90057,90088,4,4,UPS,Express,0.26,5.0,6.4,6.2,2.0,25.69
2024-11-18,14015,50023,7,5,OnTrac,Express,3.24,7.0,7.5,5.3,2.6,31.82
2024-11-18,80056,80075,4,4,Regional_Express,Overnight,1.41,8.6,5.0,5.2,1.0,63.67
2024-11-18,48036,48092,7,7,DHL,Express,1.31,5.2,6.3,4.9,2.3,32.93
2024-11-18,97056,80092,5,4,Amazon_Logistics,Ground,3.8,10.1,3.8,4.6,3.2,12.23
2024-11-18,50049,90035,5,4,UPS,Express,3.85,8.2,3.6,3.4,1.9,32.16
2024-11-18,10081,55038,8,5,Amazon_Logistics,Ground,1.41,6.4,3.8,4.6,4.3,14.07
2024-11-18,70052,90044,7,4,UPS,Priority,1.18,4.1,3.4,4.6,3.5,21.73
2024-11-18,80069,90044,4,4,FedEx,Express,3.79,8.3,5.4,2.2,1.0,32.88
2024-11-18,30011,60037,7,6,OnTrac,Ground,0.65,7.2,3.0,4.3,4.2,12.68
2024-11-18,99074,33083,4,8,UPS,Ground,2.84,4.0,6.4,2.0,4.9,18.75
2024-11-18,20028,40088,8,6,DHL,Express,1.44,6.4,6.4,2.3,2.3,39.8
2024-11-18,30025,30019,7,7,LaserShip,Priority,0.67,4.8,4.2,3.1,2.4,12.33
2024-11-18,99025,33016,4,8,OnTrac,Ground,0.85,8.4,5.0,5.1,4.6,18.03
2024-11-18,70083,60081,7,6,FedEx,Ground,2.26,5.0,6.3,3.0,3.0,15.97
2024-11-18,40063,30074,6,7,Regional_Express,Priority,4.4,4.1,6.5,2.0,3.8,19.41
2024-11-18,80096,50072,4,5,Amazon_Logistics,Priority,2.17,5.3,5.1,6.1,3.1,16.67
2024-11-18,33053,33034,8,8,FedEx,Priority,1.3,6.0,5.8,3.1,1.1,20.37
2024-11-18,60047,55067,6,5,Amazon_Logistics,Express,1.25,8.6,5.0,3.3,1.4,26.42
2024-11-18,05064,20074,8,8,LaserShip,Priority,1.18,5.8,6.3,2.9,2.5,13.63
2024-11-18,70023,90085,7,4,OnTrac,Priority,2.11,5.5,4.8,2.0,3.6,21.62
2024-11-18,55012,60063,5,6,OnTrac,Ground,0.5,4.0,4.5,2.0,4.0,13.27
2024-11-18,30070,90097,7,4,LaserShip,Ground,0.98,5.2,5.0,3.4,6.3,13.64
2024-11-18,50046,70070,5,7,USPS,Ground,1.16,11.4,6.4,5.6,4.1,13.54
2024-11-18,55035,50045,5,5,Amazon_Logistics,Ground,0.73,9.3,7.4,4.4,2.3,8.75
2024-11-18,70048,20081,7,8,OnTrac,Priority,0.15,6.6,4.2,3.5,3.5,18.05
2024-11-18,83062,30021,2,7,Regional_Express,Overnight,0.93,4.0,4.6,3.0,1.2,118.43
2024-11-18,90076,70051,4,7,LaserShip,Ground,0.43,7.9,7.7,3.9,5.8,15.13
2024-11-18,50073,10027,5,8,DHL,Ground,2.9,7.9,5.0,4.8,,23.31
2024-11-18,33024,70073,8,7,Amazon_Logistics,Ground,4.39,9.8,3.0,2.0,4.3,18.13
2024-11-18,60014,50071,6,5,Regional_Express,Priority,0.34,5.8,3.0,3.4,3.2,14.69
2024-11-18,48012,50051,7,5,OnTrac,Express,0.78,5.7,4.6,2.0,3.1,28.06
2024-11-18,30095,55030,7,5,FedEx,Ground,0.9,4.0,3.6,3.2,2.4,15.37
2024-11-18,90058,90051,4,4,UPS,Ground,0.64,4.0,6.5,4.2,2.1,10.78
2024-11-18,30025,30033,7,7,Regional_Express,Ground,0.86,8.3,6.2,4.6,4.1,10.0
2024-11-18,70040,83041,7,2,OnTrac,Ground,1.97,9.6,4.2,5.2,4.9,27.48
2024-11-18,40063,90024,6,4,USPS,Ground,3.29,8.5,4.1,3.6,3.8,14.86
2024-11-18,80025,90064,4,4,UPS,Priority,1.41,9.2,5.9,2.0,2.1,13.47
2024-11-18,60017,20051,6,8,USPS,Express,3.73,11.9,8.7,4.0,2.7,28.49
2024-11-18,50098,20072,5,8,LaserShip,Priority,2.46,9.8,5.3,2.2,3.5,18.56
2024-11-18,50014,97039,5,5,DHL,Ground,0.23,5.3,5.5,4.8,3.3,13.27
2024-11-18,60034,20032,6,8,Regional_Express,Ground,5.17,7.8,5.8,6.5,4.2,18.57
2024-11-18,70023,50060,7,5,UPS,Priority,3.51,4.8,4.4,2.0,2.3,25.61
2024-11-18,30092,30012,7,7,Regional_Express,Ground,2.48,9.4,6.6,6.1,4.1,10.37
2024-11-18,70067,10015,7,8,USPS,Priority,1.24,7.4,7.9,5.0,3.1,15.84
2024-11-18,99036,33050,4,8,FedEx,Ground,10.61,8.3,8.5,3.3,3.5,36.53
2024-11-18,40072,50075,6,5,OnTrac,Ground,1.22,4.8,5.2,2.0,3.9,12.11
2024-11-18,10029,33063,8,8,OnTrac,Ground,0.31,7.9,6.2,4.1,3.5,11.7
2024-11-18,60020,20089,6,8,Amazon_Logistics,Overnight,1.79,6.3,3.4,5.5,1.0,83.08
2024-11-18,70084,90026,7,4,Amazon_Logistics,Ground,0.3,9.0,4.7,5.8,5.7,15.25
2024-11-18,10093,40028,8,6,UPS,Ground,3.66,6.0,7.6,4.0,3.1,17.64
2024-11-18,20074,50028,8,5,LaserShip,Priority,15.76,13.0,7.8,6.5,3.2,37.35
2024-11-19,60091,30093,6,7,Amazon_Logistics,Ground,6.49,12.4,9.6,2.8,3.7,18.69
2024-11-19,30031,33049,7,8,USPS,Ground,0.43,5.6,5.5,5.6,3.5,8.6
2024-11-19,20077,33050,8,8,UPS,Overnight,1.63,7.3,4.5,4.0,1.0,75.29
2024-11-19,80040,30053,4,7,LaserShip,Ground,3.91,8.8,6.0,2.0,5.2,18.84
2024-11-19,83072,30028,2,7,OnTrac,Express,2.27,6.3,8.1,4.3,3.2,46.28
2024-11-19,90031,70020,4,7,USPS,Priority,0.27,8.4,3.2,5.5,2.0,15.87
2024-11-19,99019,14050,4,7,FedEx,Priority,2.56,4.8,5.6,2.8,2.8,32.15
2024-11-19,10048,90078,8,4,DHL,Ground,2.67,9.2,3.8,4.7,5.4,31.27
2024-11-19,60038,90065,6,4,FedEx,Ground,1.71,9.5,4.8,4.0,3.4,18.41
2024-11-19,20083,10057,8,8,USPS,Ground,3.65,7.0,5.5,4.8,3.0,12.03
2024-11-19,70068,20064,7,8,LaserShip,Overnight,1.96,4.9,5.4,4.4,1.0,58.1
2024-11-19,90079,60025,4,6,FedEx,Express,4.51,6.1,3.0,4.9,1.1,50.63
2024-11-19,40052,55052,6,5,UPS,Ground,0.5,4.9,4.1,2.0,3.9,12.52
2024-11-19,20060,20097,8,8,Amazon_Logistics,Overnight,7.52,6.1,7.8,5.2,1.0,97.47
2024-11-19,90075,48073,4,7,DHL,Overnight,0.41,4.5,3.6,5.9,1.4,110.09
2024-11-19,90092,90013,4,4,LaserShip,Ground,30.85,20.9,16.0,13.1,3.0,37.41
2024-11-19,70067,10060,7,8,UPS,Ground,8.15,12.6,7.8,4.8,2.6,18.24
2024-11-19,70030,90015,7,4,LaserShip,Express,0.74,6.1,4.8,4.0,2.5,31.9
2024-11-19,30069,90010,7,4,OnTrac,Express,1.47,4.9,3.0,3.0,2.6,39.27
2024-11-19,90061,83093,4,2,Amazon_Logistics,Ground,10.31,10.2,4.6,5.8,3.2,25.73
2024-11-19,50010,10017,5,8,LaserShip,Ground,2.12,8.8,4.6,4.3,5.8,19.01
2024-11-19,60019,10026,6,8,OnTrac,Express,1.56,4.6,5.2,4.2,1.9,27.32
2024-11-19,60065,20067,6,8,FedEx,Ground,1.65,4.0,3.6,4.4,3.0,17.58
2024-11-19,80068,33012,4,8,UPS,Ground,0.96,5.9,3.0,3.1,4.5,20.44
2024-11-19,90056,97014,4,5,USPS,Ground,1.74,4.0,7.0,3.1,3.9,10.53
2024-11-19,30090,90021,7,4,LaserShip,Ground,1.07,6.2,5.6,5.4,6.5,16.83
2024-11-19,80088,33037,4,8,USPS,Ground,3.03,9.8,7.3,3.0,5.4,18.91
2024-11-19,60032,48026,6,7,DHL,Ground,1.24,7.9,6.5,3.3,3.4,15.58
2024-11-19,90021,70038,4,7,Regional_Express,Priority,1.4,4.0,4.1,2.5,3.0,19.19
2024-11-19,30052,30090,7,7,DHL,Express,5.41,14.0,7.5,3.9,2.8,38.0
2024-11-19,90080,10016,4,8,UPS,Express,0.71,8.3,3.8,6.1,2.7,41.23
2024-11-19,20065,40061,8,6,Regional_Express,Ground,0.58,6.1,6.3,4.7,5.0,12.47
2024-11-19,40035,90051,6,4,LaserShip,Express,2.43,6.1,6.1,2.9,2.7,33.47
2024-11-19,80011,33035,4,8,Amazon_Logistics,Ground,3.33,4.5,6.8,4.3,4.8,20.0
2024-11-19,90034,90026,4,4,Amazon_Logistics,Ground,2.6,7.8,6.8,4.2,3.5,12.09
2024-11-19,10063,97041,8,5,LaserShip,Ground,1.8,5.1,5.3,3.8,5.3,18.18
2024-11-19,90053,70039,4,7,Amazon_Logistics,Express,5.86,8.9,9.6,4.2,2.6,46.28
2024-11-19,30072,99061,7,4,OnTrac,Express,2.18,5.6,7.0,2.1,1.9,34.78
2024-11-19,90075,70054,4,7,Amazon_Logistics,Priority,11.17,8.6,9.0,5.4,2.7,28.36
2024-11-19,90090,90086,4,4,Amazon_Logistics,Ground,4.56,6.4,7.0,6.2,2.5,12.8
2024-11-20,10046,20050,8,8,UPS,Ground,1.26,6.1,3.8,2.7,2.1,10.5
2024-11-20,10012,50077,8,5,USPS,Ground,0.4,7.1,3.5,4.6,5.6,14.82
2024-11-20,20045,55011,8,5,UPS,Priority,0.9,5.5,6.7,2.6,2.1,21.54
2024-11-20,55069,10010,5,8,Regional_Express,Priority,1.63,8.3,3.5,4.4,2.9,19.31
2024-11-20,50089,10063,5,8,Amazon_Logistics,Ground,4.56,11.2,8.7,2.0,4.5,16.8
2024-11-20,40036,83071,6,2,UPS,Priority,1.16,8.5,6.2,4.9,3.1,30.91
2024-11-20,30017,10065,7,8,LaserShip,Ground,2.8,6.2,3.3,2.0,4.5,11.4
2024-11-20,90066,33058,4,8,UPS,Ground,0.48,8.5,3.8,5.1,4.5,19.38
2024-11-20,60071,90052,6,4,OnTrac,Ground,0.69,7.1,5.6,2.7,5.3,12.66
2024-11-20,48081,10036,7,8,Amazon_Logistics,Ground,1.87,4.0,4.6,4.9,4.3,11.46
2024-11-20,10091,48044,8,7,FedEx,Ground,0.39,4.0,5.5,2.0,3.6,16.25
2024-11-20,90016,10025,4,8,Regional_Express,Express,1.14,4.0,6.6,5.4,,31.69
2024-11-20,70081,70024,7,7,OnTrac,Overnight,2.35,6.6,5.1,3.8,1.0,97.66
2024-11-20,14066,90019,7,4,UPS,Overnight,0.86,4.0,3.2,2.0,1.0,97.8
2024-11-20,50085,99086,5,4,OnTrac,Express,6.84,10.0,8.7,5.1,2.1,40.77
2024-11-20,10075,30021,8,7,DHL,Overnight,6.16,10.6,6.1,5.3,1.5,159.37
2024-11-20,40019,80058,6,4,FedEx,Ground,0.36,4.0,6.5,3.1,3.2,15.68
2024-11-20,48070,30083,7,7,Regional_Express,Express,9.59,8.4,9.2,2.3,3.2,35.82
2024-11-20,10073,20038,8,8,USPS,Priority,3.03,4.0,6.0,3.0,1.7,13.58
2024-11-20,60014,50042,6,5,USPS,Priority,0.59,4.0,5.7,2.0,3.5,13.97
2024-11-20,10085,40091,8,6,OnTrac,Express,6.79,8.6,5.0,4.1,1.9,44.52
2024-11-20,90075,30035,4,7,FedEx,Ground,1.72,7.7,7.8,3.8,3.9,25.98
2024-11-20,20015,90054,8,4,UPS,Priority,0.1,8.6,6.5,5.3,2.8,24.26
2024-11-20,60016,30038,6,7,DHL,Ground,3.3,6.7,6.5,3.6,4.9,16.09
2024-11-20,99067,60069,4,6,Regional_Express,Ground,1.42,6.7,5.3,4.1,4.4,12.06
2024-11-20,99092,33074,4,8,Regional_Express,Express,2.03,4.0,3.8,4.7,2.1,37.67
2024-11-20,70015,90029,7,4,Amazon_Logistics,Priority,5.36,4.0,5.3,3.0,3.0,22.27
2024-11-20,80031,70097,4,7,Amazon_Logistics,Ground,1.83,4.0,3.0,5.9,4.4,15.98
2024-11-20,30098,60031,7,6,OnTrac,Ground,4.71,8.6,6.1,2.0,3.8,16.51
2024-11-20,83054,90087,2,4,FedEx,Overnight,2.23,6.3,5.7,4.6,1.0,96.33
2024-11-20,60087,40075,6,6,FedEx,Express,2.23,4.5,3.0,3.4,1.0,31.38
2024-11-20,60055,90069,6,4,Amazon_Logistics,Overnight,10.33,9.7,6.1,5.6,1.0,127.38
2024-11-20,60070,10047,6,8,Regional_Express,Ground,5.97,7.1,6.1,3.6,3.5,17.13
2024-11-20,90064,55030,4,5,USPS,Priority,0.43,5.7,5.0,2.0,2.9,13.71
2024-11-20,90046,60026,4,6,OnTrac,Ground,1.27,7.3,7.3,3.4,4.6,13.33
2024-11-20,60036,33051,6,8,OnTrac,Overnight,0.8,7.2,6.7,3.5,1.1,78.51
2024-11-20,30047,90075,7,4,Amazon_Logistics,Priority,1.52,6.8,4.5,3.9,3.0,19.33
2024-11-20,70021,50043,7,5,Regional_Express,Express,2.58,7.7,7.9,3.1,2.4,30.82
2024-11-20,20029,80046,8,4,Regional_Express,Express,0.97,8.6,6.6,3.2,4.2,33.99
2024-11-20,10025,20092,8,8,FedEx,Priority,0.94,4.7,5.0,2.0,1.0,18.66
2024-11-20,50081,80053,5,4,DHL,Express,3.87,7.2,6.0,2.7,2.6,38.51
2024-11-20,10089,70020,8,7,OnTrac,Ground,3.32,7.3,8.1,4.8,4.0,13.9
2024-11-20,80068,10060,4,8,DHL,Ground,0.83,5.5,5.6,5.4,5.5,26.29
2024-11-20,97062,33079,5,8,FedEx,Priority,5.47,8.1,7.0,6.4,1.4,40.73
2024-11-20,97085,20056,5,8,DHL,Ground,4.68,6.4,5.6,5.7,3.7,27.92
2024-11-20,10013,90083,8,4,UPS,Ground,1.92,6.5,4.0,7.4,4.7,20.39
2024-11-20,10048,10067,8,8,Amazon_Logistics,Express,1.9,6.0,3.1,3.7,1.9,16.03
2024-11-20,97075,48041,5,7,FedEx,Ground,0.6,4.0,6.3,5.3,2.8,17.17
2024-11-20,50032,10078,5,8,USPS,Express,2.31,7.0,6.8,2.5,1.5,32.36
2024-11-20,90019,48022,4,7,LaserShip,Ground,1.18,8.5,3.5,4.1,5.8,15.13
2024-11-20,80072,60052,4,6,DHL,Overnight,2.41,6.1,5.6,3.4,1.0,122.15
2024-11-20,60081,80024,6,4,Regional_Express,Express,8.44,4.0,6.0,4.7,3.5,37.65
2024-11-20,30048,30044,7,7,USPS,Express,0.31,10.7,5.0,2.9,2.2,19.69
2024-11-20,10016,60033,8,6,FedEx,Ground,1.62,6.9,7.0,4.6,3.7,20.37
2024-11-20,30093,83031,7,2,Regional_Express,Ground,1.3,6.7,3.7,5.5,6.0,20.69
2024-11-20,30051,33024,7,8,FedEx,Priority,1.64,4.8,5.7,2.9,2.7,19.42
2024-11-20,10019,20066,8,8,USPS,Priority,0.8,4.0,6.0,3.7,1.7,8.73
2024-11-20,30070,33079,7,8,FedEx,Ground,1.72,6.3,3.9,5.0,4.5,17.83
2024-11-20,30011,55074,7,5,USPS,Ground,10.22,15.1,6.0,5.6,3.1,19.73
2024-11-20,90064,30057,4,7,USPS,Ground,0.56,6.4,4.1,3.1,4.9,16.55
2024-11-20,10040,99073,8,4,Amazon_Logistics,Ground,1.02,7.2,5.3,5.2,3.8,16.77
2024-11-20,20088,60027,8,6,LaserShip,Overnight,0.52,4.7,5.7,5.6,1.3,70.46
2024-11-20,20015,90052,8,4,Amazon_Logistics,Ground,1.22,7.1,4.2,4.0,4.4,15.65
2024-11-20,90067,90062,4,4,UPS,Priority,3.51,7.7,3.7,7.3,1.4,17.66
2024-11-21,70052,60056,7,6,UPS,Ground,0.69,6.8,6.7,3.6,3.8,15.03
2024-11-21,90093,50050,4,5,Regional_Express,Ground,3.0,5.5,6.1,4.4,4.7,12.04
2024-11-21,50067,55033,5,5,Regional_Express,Ground,8.53,6.3,6.0,2.0,3.5,17.41
2024-11-21,80038,90081,4,4,DHL,Ground,4.55,11.6,7.2,7.4,2.7,18.04
2024-11-21,60073,80078,6,4,LaserShip,Ground,0.78,8.6,5.0,4.7,4.6,13.1
2024-11-21,30073,48073,7,7,FedEx,Express,3.51,7.8,6.0,4.0,1.3,37.97
2024-11-21,80057,70035,4,7,Regional_Express,Priority,2.93,4.1,4.6,3.4,4.0,25.94
2024-11-21,97068,90011,5,4,UPS,Priority,1.44,6.2,6.4,4.9,1.8,15.71
2024-11-21,10063,10065,8,8,UPS,Express,0.61,4.0,5.8,3.8,1.8,18.92
2024-11-21,97096,90086,5,4,USPS,Ground,2.52,5.6,6.6,3.1,3.6,8.88
2024-11-21,30011,90090,7,4,Amazon_Logistics,Ground,1.97,7.5,5.4,6.2,4.6,15.91
2024-11-21,40052,60097,6,6,UPS,Ground,3.38,10.4,6.7,6.0,4.1,13.79
2024-11-21,60087,90039,6,4,FedEx,Priority,1.15,6.2,4.7,2.7,1.4,25.18
2024-11-21,99073,20087,4,8,DHL,Priority,0.55,4.3,5.1,2.3,3.7,30.58
2024-11-21,05039,10043,8,8,FedEx,Priority,1.07,6.9,4.8,3.5,2.3,
2024-11-21,10035,10064,8,8,OnTrac,Ground,5.06,7.2,8.3,2.0,2.6,10.97
2024-11-21,60068,40087,6,6,USPS,Express,5.95,11.4,4.8,2.1,2.1,26.14
2024-11-21,40017,48017,6,7,Amazon_Logistics,Priority,2.1,5.5,4.5,4.9,2.6,19.19
2024-11-21,90074,20032,4,8,UPS,Priority,0.97,6.4,5.6,3.7,2.8,24.86
2024-11-21,33051,10045,8,8,OnTrac,Express,0.62,5.0,4.5,3.1,2.7,24.5
2024-11-21,10026,10061,8,8,OnTrac,Express,0.12,4.0,5.9,3.5,2.3,22.51
2024-11-21,80036,90086,4,4,UPS,Priority,5.97,10.7,6.8,3.7,2.1,18.78
2024-11-21,50096,97096,5,5,Amazon_Logistics,Express,0.59,4.0,4.6,2.0,1.2,22.55
2024-11-21,10012,40081,8,6,Regional_Express,Ground,0.38,4.8,6.7,4.9,4.9,11.86
2024-11-21,50063,55073,5,5,Regional_Express,Express,0.33,9.1,4.2,2.7,2.5,19.93
2024-11-21,20044,90083,8,4,USPS,Ground,1.64,5.8,5.5,4.4,4.8,17.62
2024-11-21,33053,60073,8,6,Amazon_Logistics,Priority,1.39,10.4,7.1,5.0,3.1,21.8
2024-11-21,70014,90019,7,4,UPS,Priority,3.92,10.8,4.9,6.3,3.0,27.07
2024-11-21,40040,30036,6,7,Amazon_Logistics,Ground,6.49,9.3,7.7,6.7,4.7,15.11
